"h","baseline_median","forecast_sd","conditioned_value","scenario_var","scenario_label"
18,33.7677802608667,3.77189680653973,37.5396770674064,"VNKY","VNKY (Japan) +1 Forecast SD"
19,33.4448693723723,3.78432866446156,37.2291980368338,"VNKY","VNKY (Japan) +1 Forecast SD"
20,33.0911184501091,3.78615595108676,36.8772744011959,"VNKY","VNKY (Japan) +1 Forecast SD"
1,25.4779177057618,2.55130160310529,28.0292193088671,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
2,25.3591156510199,2.56810088935588,27.9272165403757,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
3,24.3763544093689,2.59984837310571,26.9762027824746,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
4,24.6063036140303,2.61526162992883,27.2215652439591,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
5,24.3296011676694,2.61091635508553,26.940517522755,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
6,24.1058666847381,2.60522801992068,26.7110947046587,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
7,23.8336669740745,2.64764278148155,26.481309755556,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
8,23.5502988753726,2.66232300345127,26.2126218788238,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
9,23.3540833757382,2.68398903318703,26.0380724089252,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
10,23.0954556848637,2.70442247079993,25.7998781556636,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
11,22.8761843177631,2.73214737857023,25.6083316963333,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
12,22.7207927134016,2.75066246114397,25.4714551745456,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
13,22.5320131623668,2.78442858598532,25.3164417483522,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
14,22.3187884010587,2.79012448749295,25.1089128885516,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
15,22.1779688106641,2.85972731168178,25.0376961223458,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
16,21.9684676671108,2.83706304739711,24.8055307145079,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
17,21.7876228430086,2.89194965015098,24.6795724931596,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
18,21.6330041246721,2.89751038002675,24.5305145046989,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
19,21.563098086441,2.90847422174821,24.4715723081892,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
